eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,translations,occurrences
exp,exp_name,sunday,Sunday,33856,33862,19,131,2,M_419,"He is called Sunday, by some of his admirers Bloody Sunday.","Nous l'appelons Dimanche, certains de ses admirateurs ajoutent Dimanche de sang.",353,aligned,35227,35307,33843,33902,"Nous l'appelons Dimanche, certains de ses admirateurs ajoutent Dimanche de sang. ","He is called Sunday, by some of his
admirers Bloody Sunday. ",['Dimanche'],"[('Dimanche', 35243, 35251), ('Dimanche', 35290, 35298)]"
exp,exp_name,sunday,Sunday,33895,33901,19,131,2,M_420,"He is called Sunday, by some of his admirers Bloody Sunday.","Nous l'appelons Dimanche, certains de ses admirateurs ajoutent Dimanche de sang.",353,aligned,35227,35307,33843,33902,"Nous l'appelons Dimanche, certains de ses admirateurs ajoutent Dimanche de sang. ","He is called Sunday, by some of his
admirers Bloody Sunday. ",['Dimanche'],"[('Dimanche', 35243, 35251), ('Dimanche', 35290, 35298)]"
pdnc,qID,Q80-1,you,33917,33920,9,131,2,M_421,"It is curious you should mention the matter, because the very night you have dropped in (if I may so express it) is the night on which our London branch, which assembles in this room, has to elect its own deputy to fill a vacancy in the Council.","Il est curieux que la conversation nous amene a ce sujet, car, ce soir meme, ou vous venez, pour ainsi dire, de nous tomber du ciel, notre section de Londres va se reunir dans cette piece pour elire son depute au Conseil Central.",354,aligned,35308,35537,33903,34148,"Il est curieux que la conversation nous amene a ce sujet, car, ce soir meme, ou vous venez, pour ainsi dire, de nous tomber du ciel, notre section de Londres va se reunir dans cette piece pour elire son depute au Conseil Central. ","It is curious you should mention the matter,
because the very night you have dropped in (if I may so express it) is
the night on which our London branch, which assembles in this room, has
to elect its own deputy to fill a vacancy in the Council. ","['tu', 'vous']","[('vous', 35388, 35392)]"
pdnc,qID,Q80-1,you,33971,33974,9,131,2,M_422,"It is curious you should mention the matter, because the very night you have dropped in (if I may so express it) is the night on which our London branch, which assembles in this room, has to elect its own deputy to fill a vacancy in the Council.","Il est curieux que la conversation nous amene a ce sujet, car, ce soir meme, ou vous venez, pour ainsi dire, de nous tomber du ciel, notre section de Londres va se reunir dans cette piece pour elire son depute au Conseil Central.",354,aligned,35308,35537,33903,34148,"Il est curieux que la conversation nous amene a ce sujet, car, ce soir meme, ou vous venez, pour ainsi dire, de nous tomber du ciel, notre section de Londres va se reunir dans cette piece pour elire son depute au Conseil Central. ","It is curious you should mention the matter,
because the very night you have dropped in (if I may so express it) is
the night on which our London branch, which assembles in this room, has
to elect its own deputy to fill a vacancy in the Council. ","['tu', 'vous']","[('vous', 35388, 35392)]"
booknlp,COREF,112,I,33995,33996,13,131,2,M_423,"It is curious you should mention the matter, because the very night you have dropped in (if I may so express it) is the night on which our London branch, which assembles in this room, has to elect its own deputy to fill a vacancy in the Council.","Il est curieux que la conversation nous amene a ce sujet, car, ce soir meme, ou vous venez, pour ainsi dire, de nous tomber du ciel, notre section de Londres va se reunir dans cette piece pour elire son depute au Conseil Central.",354,aligned,35308,35537,33903,34148,"Il est curieux que la conversation nous amene a ce sujet, car, ce soir meme, ou vous venez, pour ainsi dire, de nous tomber du ciel, notre section de Londres va se reunir dans cette piece pour elire son depute au Conseil Central. ","It is curious you should mention the matter,
because the very night you have dropped in (if I may so express it) is
the night on which our London branch, which assembles in this room, has
to elect its own deputy to fill a vacancy in the Council. ","['je', ""j'""]","[(None, None, None)]"
exp,exp_name,the gentleman,The gentleman,34149,34162,5,131,2,M_424,"The gentleman who has for some time past played, with propriety and general applause, the difficult part of Thursday, has died quite suddenly.","L'homme qui a joue pendant quelque temps, et a la satisfaction generale, le role difficile de Jeudi, est mort subitement.",356,aligned,35538,35659,34149,34291,"L'homme qui a joue pendant quelque temps, et a la satisfaction generale, le role difficile de Jeudi, est mort subitement. ","The gentleman
who has for some time past played, with propriety and general applause,
the difficult part of Thursday, has died quite suddenly. ",['Le gentleman'],"[(None, None, None)]"
pdnc,qID,Q80-1,we,34306,34308,13,131,2,M_425,"Consequently, we have called a meeting this very evening to elect a successor.","Nous avons, en consequence, convoque pour ce soir un meeting en vue de le remplacer.",357,aligned,35660,35744,34292,34370,"Nous avons, en consequence, convoque pour ce soir un meeting en vue de le remplacer.
","Consequently,
we have called a meeting this very evening to elect a successor.""","['nous', 'on']","[('nous', 35660, 35664)]"
pdnc,qID,Q81-1,you,34571,34574,9,133,2,M_428,"""I feel that I can confide anything to you, as you have promised to tell nobody.","puis, negligemment : -- Syme, j'ai en vous une confiance pour ainsi dire filiale. Je sens que je puis m'ouvrir a vous sans reticence, puisque vous m'avez promis d'etre discret.",359,aligned,35817,35994,34533,34612,"puis, negligemment :

-- Syme, j'ai en vous une confiance pour ainsi dire filiale. Je sens que je puis m'ouvrir a vous sans reticence, puisque vous m'avez promis d'etre discret. ","I feel that I can confide anything to you, as you have promised to
tell nobody. ","['tu', 'vous']","[('vous', 35856, 35860), ('vous', 35931, 35935), ('vous', 35960, 35964)]"
pdnc,qID,Q81-1,you,34579,34582,9,133,2,M_429,"""I feel that I can confide anything to you, as you have promised to tell nobody.","puis, negligemment : -- Syme, j'ai en vous une confiance pour ainsi dire filiale. Je sens que je puis m'ouvrir a vous sans reticence, puisque vous m'avez promis d'etre discret.",359,aligned,35817,35994,34533,34612,"puis, negligemment :

-- Syme, j'ai en vous une confiance pour ainsi dire filiale. Je sens que je puis m'ouvrir a vous sans reticence, puisque vous m'avez promis d'etre discret. ","I feel that I can confide anything to you, as you have promised to
tell nobody. ","['tu', 'vous']","[('vous', 35856, 35860), ('vous', 35931, 35935), ('vous', 35960, 35964)]"
pdnc,qID,Q81-1,you,34640,34643,9,133,2,M_430,"In fact, I will confide to you something that I would not say in so many words to the anarchists who will be coming to the room in about ten minutes.",J'ai envie de vous faire une confidence que je ne ferais pas aux anarchistes qui seront ici dans dix minutes.,360,aligned,35995,36104,34613,34762,J'ai envie de vous faire une confidence que je ne ferais pas aux anarchistes qui seront ici dans dix minutes. ,"In fact, I will confide to you something that I would not
say in so many words to the anarchists who will be coming to the room
in about ten minutes. ","['tu', 'vous']","[('vous', 36009, 36013)]"
pdnc,qID,Q81-1,We,34763,34765,13,133,2,M_431,"We shall, of course, go through a form of election; but I don't mind telling you that it is practically certain what the result will be.","On va voter, ici, dans une dizaine de minutes ; mais c'est, autant dire, pour la forme.",363,aligned,36105,36192,34763,34899,"On va voter, ici, dans une dizaine de minutes ; mais c'est, autant dire, pour la forme.
","We shall, of course, go through a form of
election; but I don't mind telling you that it is practically certain
what the result will be.""",['Nous'],"[(None, None, None)]"
pdnc,qID,Q81-1,you,34840,34843,9,133,2,M_432,"We shall, of course, go through a form of election; but I don't mind telling you that it is practically certain what the result will be.","On va voter, ici, dans une dizaine de minutes ; mais c'est, autant dire, pour la forme.",363,aligned,36105,36192,34763,34899,"On va voter, ici, dans une dizaine de minutes ; mais c'est, autant dire, pour la forme.
","We shall, of course, go through a form of
election; but I don't mind telling you that it is practically certain
what the result will be.""","['tu', 'vous']","[(None, None, None)]"
exp,exp_name,gregory,Gregory,35074,35081,13,135,2,M_437,"Gregory smiled in deprecation, and walked across the room, talking rapidly.",Gregory sourit pour decliner ces politesses et reprit sa promenade.,367,aligned,36378,36445,35074,35149,"Gregory sourit pour decliner ces politesses et reprit sa promenade.
","Gregory smiled in deprecation, and walked across the room, talking
rapidly.
",['Gregoire'],"[(None, None, None)]"
exp,exp_name,syme,Syme,35285,35289,9,137,2,M_438,"Syme also strolled across to the table, and found lying across it a walking-stick, which turned out on examination to be a sword-stick, a large Colt's revolver, a sandwich case, and a formidable flask of brandy.","Syme s'approcha de la table que designait Gregory. ~~~ Il y avait une canne a epee, un revolver Colt, une boite a sandwichs et une enorme bouteille de brandy.",369,aligned,36527,36681,35285,35496,"Syme s'approcha de la table que designait Gregory. Il y avait une canne a epee, un revolver Colt, une boite a sandwichs et une enorme bouteille de brandy. ","Syme also strolled across to the table, and found lying across it a
walking-stick, which turned out on examination to be a sword-stick, a
large Colt's revolver, a sandwich case, and a formidable flask of
brandy. ",['Symer'],"[(None, None, None)]"
booknlp,COREF,112,I,35575,35576,13,138,2,M_439,"""I have only to get the form of election finished,"" continued Gregory with animation, ""then I snatch up this cloak and stick, stuff these other things into my pocket, step out of a door in this cavern, which opens on the river, where there is a steam-tug already waiting for me, and then then oh, the wild joy of being Thursday!""","Je n'ai qu'a attendre la fin de ce scrutin, continua Gregory avec animation, puis je prendrai cette pelerine et ce gourdin, j'emporterai ce revolver, cette boite et cette bouteille, et je sortirai de cette caverne par une porte qui donne sur la riviere. ~~~ La m'attend un petit bateau a vapeur, et alors... ~~~ Alors !",371,aligned,36750,37061,35575,35902,"Je n'ai qu'a attendre la fin de ce scrutin, continua Gregory avec animation, puis je prendrai cette pelerine et ce gourdin, j'emporterai ce revolver, cette boite et cette bouteille, et je sortirai de cette caverne par une porte qui donne sur la riviere. La m'attend un petit bateau a vapeur, et alors... Alors ! ","I have only to get the form of election finished,"" continued Gregory
with animation, ""then I snatch up this cloak and stick, stuff these
other things into my pocket, step out of a door in this cavern, which
opens on the river, where there is a steam-tug already waiting for me,
and then then oh, the wild joy of being Thursday!""","['je', ""j'""]","[('je', 36750, 36752), ('je', 36832, 36834), ('je', 36935, 36937), (""j'"", 36874, 36876)]"
exp,exp_name,gregory,Gregory,35636,35643,13,138,2,M_440,"""I have only to get the form of election finished,"" continued Gregory with animation, ""then I snatch up this cloak and stick, stuff these other things into my pocket, step out of a door in this cavern, which opens on the river, where there is a steam-tug already waiting for me, and then then oh, the wild joy of being Thursday!""","Je n'ai qu'a attendre la fin de ce scrutin, continua Gregory avec animation, puis je prendrai cette pelerine et ce gourdin, j'emporterai ce revolver, cette boite et cette bouteille, et je sortirai de cette caverne par une porte qui donne sur la riviere. ~~~ La m'attend un petit bateau a vapeur, et alors... ~~~ Alors !",371,aligned,36750,37061,35575,35902,"Je n'ai qu'a attendre la fin de ce scrutin, continua Gregory avec animation, puis je prendrai cette pelerine et ce gourdin, j'emporterai ce revolver, cette boite et cette bouteille, et je sortirai de cette caverne par une porte qui donne sur la riviere. La m'attend un petit bateau a vapeur, et alors... Alors ! ","I have only to get the form of election finished,"" continued Gregory
with animation, ""then I snatch up this cloak and stick, stuff these
other things into my pocket, step out of a door in this cavern, which
opens on the river, where there is a steam-tug already waiting for me,
and then then oh, the wild joy of being Thursday!""",['Gregoire'],"[(None, None, None)]"
exp,exp_name,syme,Syme,35931,35935,9,139,2,M_441,"Syme, who had sat down once more with his usual insolent languor, got to his feet with an unusual air of hesitation.","Syme, qui avait repris de son air de langoureuse impertinence sa place sur le banc, se leva de nouveau. L'expression toujours insolente de sa physionomie se nuancait d'une hesitation qui ne lui etait pas familiere.",361,aligned,37134,37348,35931,36047,"Syme, qui avait repris de son air de langoureuse impertinence sa place sur le banc, se leva de nouveau. L'expression toujours insolente de sa physionomie se nuancait d'une hesitation qui ne lui etait pas familiere.
","Syme, who had sat down once more with his usual insolent languor, got
to his feet with an unusual air of hesitation.
",['Symer'],"[(None, None, None)]"
booknlp,COREF,93,his,35969,35972,9,139,2,M_442,"Syme, who had sat down once more with his usual insolent languor, got to his feet with an unusual air of hesitation.","Syme, qui avait repris de son air de langoureuse impertinence sa place sur le banc, se leva de nouveau. L'expression toujours insolente de sa physionomie se nuancait d'une hesitation qui ne lui etait pas familiere.",361,aligned,37134,37348,35931,36047,"Syme, qui avait repris de son air de langoureuse impertinence sa place sur le banc, se leva de nouveau. L'expression toujours insolente de sa physionomie se nuancait d'une hesitation qui ne lui etait pas familiere.
","Syme, who had sat down once more with his usual insolent languor, got
to his feet with an unusual air of hesitation.
","['son', 'sa', 'ses', 'le sien']","[('son', 37160, 37163), ('sa', 37196, 37198), ('sa', 37273, 37275)]"
