eng_source,eng_idColName,eng_iden,eng_text,eng_startByte,eng_endByte,eng_pdncID,eng_paraID,eng_chapID,eng_mID,eng,fr,id,llm alignment result,phrase_startByte_fr,phrase_endByte_fr,phrase_startByte_eng,phrase_endByte_eng,extracted_text_fr,extracted_text_eng,fr_text,fr_startByte,fr_endByte
exp,exp_name,the dormouse,the Dormouse,81549,81561,10,400,7,M_1902,"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare.",">> Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre.",799,aligned,89156,89296,81467,81633,"Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre. ","He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare. ",le Loir,89188.0,89195.0
exp,exp_name,alice,Alice,81575,81580,0,400,7,M_1903,"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare.",">> Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre.",799,aligned,89156,89296,81467,81633,"Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre. ","He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare. ",Alice,89244.0,89249.0
exp,exp_name,march hare,March Hare,81622,81632,3,400,7,M_1904,"He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare.",">> Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre.",799,aligned,89156,89296,81467,81633,"Il avancait tout en parlant, et le Loir le suivit ; le Lievre prit la place du Loir, et Alice prit, d'assez mauvaise grace, celle du Lievre. ","He moved on as he spoke, and the Dormouse followed him: the March Hare moved into the Dormouse's place, and Alice rather unwillingly took the place of the March Hare. ",le,89208.0,89210.0
exp,exp_name,the hatter,The Hatter,81634,81644,14,400,7,M_1905,"The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.","Le Chapelier fut le seul qui gagnat au change ; Alice se trouva bien plus mal partagee qu'auparavant, car le Lievre venait de renverser le lait dans son assiette.",800,aligned,89297,89459,81634,81811,"Le Chapelier fut le seul qui gagnat au change ; Alice se trouva bien plus mal partagee qu'auparavant, car le Lievre venait de renverser le lait dans son assiette.
","The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.
",Le Chapelier,89297.0,89309.0
exp,exp_name,alice,Alice,81705,81710,0,400,7,M_1906,"The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.","Le Chapelier fut le seul qui gagnat au change ; Alice se trouva bien plus mal partagee qu'auparavant, car le Lievre venait de renverser le lait dans son assiette.",800,aligned,89297,89459,81634,81811,"Le Chapelier fut le seul qui gagnat au change ; Alice se trouva bien plus mal partagee qu'auparavant, car le Lievre venait de renverser le lait dans son assiette.
","The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.
",Alice,89345.0,89350.0
exp,exp_name,march hare,March Hare,81757,81767,3,400,7,M_1907,"The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.","Le Chapelier fut le seul qui gagnat au change ; Alice se trouva bien plus mal partagee qu'auparavant, car le Lievre venait de renverser le lait dans son assiette.",800,aligned,89297,89459,81634,81811,"Le Chapelier fut le seul qui gagnat au change ; Alice se trouva bien plus mal partagee qu'auparavant, car le Lievre venait de renverser le lait dans son assiette.
","The Hatter was the only one who got any advantage from the change: and Alice was a good deal worse off than before, as the March Hare had just upset the milk-jug into his plate.
",,,
exp,exp_name,alice,Alice,81813,81818,0,401,7,M_1908,"Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""","Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? >>",814,aligned,89461,89595,81813,81954,"Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? ","Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""",Alice,89461.0,89466.0
exp,exp_name,the dormouse,the Dormouse,81842,81854,10,401,7,M_1909,"Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""","Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? >>",814,aligned,89461,89595,81813,81954,"Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? ","Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""",le Loir,89489.0,89496.0
booknlp,COREF,40,she,81865,81868,0,401,7,M_1910,"Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""","Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? >>",814,aligned,89461,89595,81813,81954,"Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? ","Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""",elles,89574.0,89579.0
booknlp,COREF,40,I,81897,81898,0,401,7,M_1911,"Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""","Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? >>",814,aligned,89461,89595,81813,81954,"Alice, craignant d'offenser le Loir, reprit avec circonspection : << Mais je ne comprends pas ; comment auraient-elles pu s'en tirer ? ","Alice did not wish to offend the Dormouse again, so she began very cautiously: ""But I don't understand. Where did they draw the treacle from?""",je,89535.0,89537.0
booknlp,COREF,40,You,81958,81961,0,402,7,M_1912,"""You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""","<< C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? >>",802,aligned,89602,89897,81958,82092,"C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? ","You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""",vous,89682.0,89686.0
exp,exp_name,the hatter,the Hatter,82004,82014,14,402,7,M_1913,"""You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""","<< C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? >>",802,aligned,89602,89897,81958,82092,"C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? ","You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""",,,
booknlp,COREF,54,I,82020,82021,14,402,7,M_1914,"""You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""","<< C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? >>",802,aligned,89602,89897,81958,82092,"C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? ","You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""",,,
booknlp,COREF,40,you,82035,82038,0,402,7,M_1915,"""You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""","<< C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? >>",802,aligned,89602,89897,81958,82092,"C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? ","You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""",vous,89682.0,89686.0
pdnc,qID,Q342-1,stupid,82085,82091,0,402,7,M_1916,"""You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""","<< C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? >>",802,aligned,89602,89897,81958,82092,"C'est tout simple, >> dit le Chapelier. << Quand il y a de l'eau dans un puits, vous savez bien comment on en tire, n'est-ce pas ? Eh bien ! d'un puits de melasse on tire de la melasse, et quand il y a des petites filles dans la melasse on les tire en meme temps ; comprenez-vous, petite sotte ? ","You can draw water out of a water-well,"" said the Hatter; ""so I should think you could draw treacle out of a treacle-well--eh, stupid?""",sotte,89890.0,89895.0
exp,exp_name,alice,Alice,82281,82286,0,405,7,M_1920,"This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.","<< Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.",817,aligned,89904,89977,82252,82358,"Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.
","This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.
",Alice,89928.0,89933.0
booknlp,COREF,40,she,82293,82296,0,405,7,M_1921,"This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.","<< Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.",817,aligned,89904,89977,82252,82358,"Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.
","This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.
",,,
exp,exp_name,the dormouse,the Dormouse,82301,82313,10,405,7,M_1922,"This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.","<< Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.",817,aligned,89904,89977,82252,82358,"Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.
","This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.
",,,
exp,exp_name,time,time,82329,82333,22,405,7,M_1923,"This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.","<< Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.",817,aligned,89904,89977,82252,82358,"Pas tout a fait, >> dit Alice, encore plus embarrassee par cette reponse.
","This answer so confused poor Alice, that she let the Dormouse go on for some time without interrupting it.
",,,
pdnc,qID,Q350-0,you,83077,83080,0,412,7,M_1939,"""Then you shouldn't talk,"" said the Hatter.","<< Alors vous feriez bien de vous taire, >> dit le Chapelier.",806,aligned,89982,90040,83072,83114,"Alors vous feriez bien de vous taire, >> dit le Chapelier.
","Then you shouldn't talk,"" said the Hatter.
",vous,89988.0,89992.0
exp,exp_name,the hatter,the Hatter,83103,83113,14,412,7,M_1940,"""Then you shouldn't talk,"" said the Hatter.","<< Alors vous feriez bien de vous taire, >> dit le Chapelier.",806,aligned,89982,90040,83072,83114,"Alors vous feriez bien de vous taire, >> dit le Chapelier.
","Then you shouldn't talk,"" said the Hatter.
",le Chapelier,90027.0,90039.0
exp,exp_name,alice,Alice,83153,83158,0,413,7,M_1941,"This piece of rudeness was more than Alice could bear: she got up in great disgust, and walked off;",Alice trouva cette grossierete un peu trop forte ; elle se leva indignee et s'en alla.,805,aligned,90042,90128,83116,83215,Alice trouva cette grossierete un peu trop forte ; elle se leva indignee et s'en alla. ,"This piece of rudeness was more than Alice could bear: she got up in great disgust, and walked off; ",elle,90093.0,90097.0
